ubigeo,departamento,provincia,distrito,electores,area_km2,population_density,keiko_2021_share,castillo_2021_share,rural,agua,trabajo,sis,educacion,pobreza
150705,Loreto,Datem Del Marañón,Morona,6878.0,11033.5716,0.6234,27.3008,72.6992,100.0,94.6667,16.8904,86.6858,32.5714,40.1
150706,Loreto,Datem Del Marañón,Pastaza,7895.0,9099.8177,0.8676,41.7329,58.2671,100.0,90.2778,24.9247,85.2501,24.1654,42.961240000000004
150702,Loreto,Datem Del Marañón,Andoas,9800.0,11787.6837,0.8314,34.0355,65.9645,100.0,98.5272,57.1443,85.7692,25.3605,47.483688
150901,Loreto,Putumayo,Putumayo,3586.0,11068.4481,0.324,65.7754,34.2246,16.6394,58.3333,34.9676,78.3415,45.8627,39.50526
150902,Loreto,Putumayo,Rosa Panduro,507.0,7164.3572,0.0708,75.1773,24.8227,100.0,,47.5877,82.5,39.1753,37.402503
150903,Loreto,Putumayo,Teniente Manuel Clavero,2673.0,9627.9527,0.2776,62.8272,37.1728,100.0,7.0175,23.2028,79.6288,28.8868,42.368012
150904,Loreto,Putumayo,Yaguas,1029.0,17961.1468,0.0573,69.1943,30.8057,100.0,,47.2172,82.9287,36.9712,60.889179
160101,Madre De Dios,Tambopata,Tambopata,83297.0,20713.7485,4.0213,32.2823,67.7177,3.5752,98.0367,45.8063,45.0082,65.3156,4.787605000000001
160102,Madre De Dios,Tambopata,Inambari,15747.0,4849.079,3.2474,16.3048,83.6952,32.7053,68.1635,46.8772,50.847,55.355,5.689339
160103,Madre De Dios,Tambopata,Las Piedras,11493.0,7741.9434,1.4845,25.8295,74.1705,12.8915,92.8897,42.9225,56.7146,56.1563,4.843215000000001
160104,Madre De Dios,Tambopata,Laberinto,7040.0,2677.762,2.6291,14.9708,85.0292,19.0066,88.6023,41.0849,56.9634,51.7525,9.938976
160201,Madre De Dios,Manu,Manu,3157.0,8693.8892,0.3631,17.1784,82.8216,100.0,94.3201,38.979,61.545,53.1434,10.757411
160202,Madre De Dios,Manu,Fitzcarrald,1128.0,10656.928,0.1058,19.7531,80.2469,100.0,61.4865,23.6348,63.766,32.6725,16.918182
160203,Madre De Dios,Manu,Madre De Dios,8263.0,7845.8305,1.0532,20.4326,79.5674,60.222,91.018,48.2169,51.7774,57.332,1.922952
160204,Madre De Dios,Manu,Huepetuhe,6924.0,1522.9511,4.5464,22.7219,77.2781,22.6499,37.0,49.8125,44.0751,59.3765,6.808264999999999
160301,Madre De Dios,Tahuamanu,Iñapari,1759.0,13818.3527,0.1273,55.3933,44.6067,100.0,96.1194,53.5463,34.588,59.4378,2.149282
160302,Madre De Dios,Tahuamanu,Iberia,5324.0,2584.5318,2.0599,31.1358,68.8642,4.6624,63.0303,43.0261,49.4215,61.8102,7.588064
160303,Madre De Dios,Tahuamanu,Tahuamanu,3445.0,3511.8968,0.981,31.7321,68.2679,100.0,98.2287,40.2444,66.6667,52.9806,3.383291
170101,Moquegua,Mariscal Nieto,Moquegua,39824.0,3944.6684,10.0957,23.9135,76.0865,2.6547,94.6493,45.6206,36.4196,70.186,7.023362
170102,Moquegua,Mariscal Nieto,Carumas,2481.0,2263.6171,1.096,8.4856,91.5144,100.0,92.7019,32.0423,44.6323,52.6905,26.460839999999997
170103,Moquegua,Mariscal Nieto,Cuchumbaya,1202.0,68.8384,17.4612,5.7405,94.2595,100.0,94.2029,46.7852,51.5112,42.8188,26.460839999999997
170103,Moquegua,Mariscal Nieto,Cuchumbaya,1202.0,533.8125,2.2517,5.7405,94.2595,100.0,94.2029,46.7852,51.5112,42.8188,26.460839999999997
170106,Moquegua,Mariscal Nieto,Samegua,7628.0,64.5495,118.1729,23.9432,76.0568,6.25,88.373,47.3805,38.1958,71.4848,5.229743
170104,Moquegua,Mariscal Nieto,San Cristóbal,2348.0,539.5695,4.3516,5.2369,94.7631,100.0,66.5037,38.9626,54.3203,45.0679,39.932577
170105,Moquegua,Mariscal Nieto,Torata,8293.0,1768.9591,4.6881,13.6819,86.3181,46.6763,89.8473,54.8141,17.3282,73.0801,6.052455
170201,Moquegua,General Sánchez Cerro,Omate,2512.0,255.4094,9.8352,30.2521,69.7479,26.3458,68.9498,47.9697,31.349,69.3404,7.469080000000001
170203,Moquegua,General Sánchez Cerro,Chojata,929.0,858.5696,1.082,7.5047,92.4953,100.0,90.8451,40.6442,70.904,39.0787,24.29267
170202,Moquegua,General Sánchez Cerro,Coalaque,1065.0,244.502,4.3558,21.267,78.733,100.0,92.9577,35.3073,66.4557,50.4897,17.08282
170204,Moquegua,General Sánchez Cerro,Ichuña,2863.0,998.8385,2.8663,2.8758,97.1242,100.0,91.067,38.5587,71.4581,52.1081,34.399632000000004
170205,Moquegua,General Sánchez Cerro,La Capilla,823.0,779.868,1.0553,25.9861,74.0139,100.0,,39.7976,46.6454,60.8911,17.08282
170206,Moquegua,General Sánchez Cerro,Lloque,724.0,255.2622,2.8363,4.5346,95.4654,100.0,77.3481,24.7655,62.9825,52.3636,24.29267
170207,Moquegua,General Sánchez Cerro,Matalaque,742.0,562.4453,1.3192,10.9551,89.0449,100.0,98.1132,30.4348,58.022,50.3326,29.977255
170208,Moquegua,General Sánchez Cerro,Puquina,2257.0,593.9016,3.8003,18.4311,81.5689,100.0,75.0,43.0036,64.0572,52.8621,17.08282
170209,Moquegua,General Sánchez Cerro,Quinistaquillas,603.0,194.5219,3.0999,10.2167,89.7833,100.0,64.2045,36.6599,31.0811,64.0159,10.066104000000001
170210,Moquegua,General Sánchez Cerro,Ubinas,2258.0,879.671,2.5669,11.6826,88.3174,100.0,100.0,31.8622,68.6387,46.8047,24.29267
170211,Moquegua,General Sánchez Cerro,Yunga,837.0,110.7218,7.5595,10.9589,89.0411,100.0,,6.592,52.8935,53.8554,24.29267
170301,Moquegua,Ilo,Ilo,59519.0,292.89,203.2128,33.7768,66.2232,0.543,85.2381,43.6509,31.2475,71.7498,6.166155
170302,Moquegua,Ilo,El Algarrobal,3542.0,733.89,4.8263,20.0,80.0,0.6188,84.9353,44.6245,51.4662,64.6476,8.885689
170303,Moquegua,Ilo,Pacocha,5017.0,331.9859,15.1121,59.4165,40.5835,0.3593,99.0106,45.2934,9.1624,80.6519,1.030027
180101,Pasco,Pasco,Chaupimarca,23138.0,15.5725,1485.8244,25.8084,74.1916,0.1054,14.4908,36.7727,41.3275,68.7619,24.613999
180103,Pasco,Pasco,Huachón,3468.0,828.9017,4.1838,49.7653,50.2347,34.1565,91.9209,30.3219,76.0443,45.0357,47.63163200000001
180104,Pasco,Pasco,Huariaca,5919.0,123.1352,48.0691,24.736,75.264,7.2058,82.9332,28.7292,48.8231,59.1571,37.810039
180105,Pasco,Pasco,Huayllay,6542.0,1018.1769,6.4252,22.5789,77.4211,25.2689,85.9165,47.3294,18.7741,73.8488,22.799318
180106,Pasco,Pasco,Ninacaca,4112.0,538.4893,7.6362,20.6689,79.3311,28.2693,84.6529,29.1595,72.5045,55.3699,46.894915
180107,Pasco,Pasco,Pallanchacra,2215.0,72.6322,30.4961,20.121,79.879,100.0,91.7671,28.4351,67.0311,50.6098,55.349316
180108,Pasco,Pasco,Paucartambo,11060.0,793.6296,13.936,22.7494,77.2506,27.4429,93.7884,41.8573,68.8659,48.4846,47.135413
180109,Pasco,Pasco,San Fco.De Asis De Yarusyacán,6058.0,120.1034,50.4399,18.5852,81.4148,100.0,85.5333,37.897,45.3465,65.933,46.581661
180110,Pasco,Pasco,Simón Bolívar,10943.0,690.9242,15.8382,19.6457,80.3543,6.2386,53.6808,35.0004,31.7223,68.7469,26.906065
180111,Pasco,Pasco,Ticlacayan,4351.0,714.2102,6.092,22.3832,77.6168,100.0,98.2428,19.0348,69.8865,49.2218,54.647477
180112,Pasco,Pasco,Tinyahuarco,5553.0,96.0684,57.8026,24.3725,75.6275,1.0955,95.4513,44.3435,17.6314,73.2168,19.343028
180113,Pasco,Pasco,Vicco,3541.0,171.2677,20.6752,37.039,62.961,5.1297,42.6523,36.4073,49.8821,64.4031,30.145926
180114,Pasco,Pasco,Yanacancha,20465.0,157.8441,129.6532,23.7341,76.2659,5.9982,22.9642,37.1289,27.0691,70.5535,18.662036
180201,Pasco,Daniel Alcides Carrión,Yanahuanca,11387.0,741.1673,15.3636,14.1606,85.8394,23.0654,89.8273,24.4835,60.6106,56.1891,46.272193
180202,Pasco,Daniel Alcides Carrión,Chacayan,2486.0,160.1128,15.5266,12.9358,87.0642,100.0,74.2149,23.7279,69.6411,49.3002,53.680466
180203,Pasco,Daniel Alcides Carrión,Goyllarisquizga,815.0,19.3122,42.2013,14.0244,85.9756,100.0,98.3923,28.5815,53.355,72.2826,53.53394500000001
180204,Pasco,Daniel Alcides Carrión,Paucar,2569.0,107.4197,23.9155,16.7464,83.2536,100.0,70.3934,22.444,80.9122,47.8873,52.630675999999994
180205,Pasco,Daniel Alcides Carrión,San Pedro De Pillao,1647.0,76.543,21.5173,11.677,88.323,100.0,84.4978,23.0279,67.8042,52.2008,48.781405
180206,Pasco,Daniel Alcides Carrión,Santa Ana De Tusi,5985.0,285.4869,20.9642,11.9063,88.0937,81.7552,70.1779,21.0169,83.4425,65.5461,72.150849
180207,Pasco,Daniel Alcides Carrión,Tapuc,2265.0,46.677,48.525,15.8143,84.1857,6.1418,46.2089,26.2063,73.8664,50.5372,49.503312
180208,Pasco,Daniel Alcides Carrión,Vilcabamba,1721.0,82.4644,20.8696,22.6322,77.3678,100.0,81.5166,28.2682,67.9216,56.9264,44.669951000000005
180301,Pasco,Oxapampa,Oxapampa,16570.0,402.2502,41.1933,66.1208,33.8792,30.5543,98.4631,49.4335,45.4743,61.1055,21.28484
180302,Pasco,Oxapampa,Chontabamba,5028.0,437.5738,11.4906,64.1902,35.8098,48.3502,83.0343,42.4174,52.0435,50.4257,21.28484
180303,Pasco,Oxapampa,Huancabamba,6324.0,1134.726,5.5732,72.8425,27.1575,55.1719,99.1701,40.0538,68.3231,33.8926,33.412669
180307,Pasco,Oxapampa,Palcazu,7809.0,2789.6087,2.7993,55.3088,44.6912,100.0,91.3486,32.8427,78.4011,40.9738,37.575331000000006
180306,Pasco,Oxapampa,Pozuzo,5151.0,716.6043,7.1881,69.5755,30.4245,100.0,100.0,40.2655,63.9548,33.5446,36.496679
180304,Pasco,Oxapampa,Puerto Bermúdez,17720.0,7678.4056,2.3078,55.4782,44.5218,64.2414,62.6381,40.9043,71.2505,39.3351,47.839147999999994
180305,Pasco,Oxapampa,Villa Rica,15318.0,822.4697,18.6244,57.5269,42.4731,25.2345,87.7279,44.014,63.2859,52.5843,30.010673999999995
180308,Pasco,Oxapampa,Constitución,13535.0,3052.9251,4.4335,29.6943,70.3057,44.8218,82.1705,38.27,67.4857,42.911,36.646578000000005
190101,Piura,Piura,Piura,148086.0,194.5587,761.1379,70.7412,29.2588,3.573,95.2793,43.6325,20.4114,74.0033,9.786115
190103,Piura,Piura,Castilla,125921.0,651.4045,193.3069,66.985,33.015,0.759,87.9295,41.6721,33.3912,66.346,16.25051
190104,Piura,Piura,Catacaos,60128.0,2268.2022,26.5091,63.3711,36.6289,2.934,73.9729,35.2458,51.67,52.695,31.86693
190113,Piura,Piura,Cura Mori,14824.0,215.654,68.7397,48.9102,51.0898,4.2472,46.6667,25.8756,72.6099,39.6954,31.86693
190114,Piura,Piura,El Tallán,4558.0,100.1858,45.4955,46.1891,53.8109,5.5318,52.2709,29.3757,83.9428,34.0755,40.703036
190105,Piura,Piura,La Arena,31392.0,169.81,184.8654,49.2762,50.7238,7.616,30.8135,30.0431,74.707,38.0926,38.073701
190106,Piura,Piura,La Unión,31811.0,318.2051,99.9701,51.2747,48.7253,1.7488,67.9542,30.5394,59.0484,43.6521,31.86693
190107,Piura,Piura,Las Lomas,25337.0,553.1595,45.8041,46.8894,53.1106,53.9726,77.6674,29.0173,75.3405,40.5756,41.466899
190109,Piura,Piura,Tambo Grande,86096.0,1484.2272,58.0073,65.2976,34.7024,59.0874,32.5563,28.561,54.4546,38.3893,38.0737
190115,Piura,Piura,Veintiséis De Octubre,114277.0,71.4487,1599.4273,65.4041,34.5959,0.0404,89.9474,41.6078,35.42,66.574,16.25051
190201,Piura,Ayabaca,Ayabaca,27851.0,1542.9317,18.0507,17.4928,82.5072,80.6009,87.7233,24.0505,80.7273,33.1334,53.034565
190202,Piura,Ayabaca,Frías,18102.0,560.4763,32.2975,27.9364,72.0636,88.2238,95.3096,18.0109,85.2634,27.3427,61.366856999999996
190209,Piura,Ayabaca,Jilili,3109.0,97.6034,31.8534,36.0509,63.9491,100.0,93.5754,29.3088,81.4553,33.0989,51.473648000000004
190203,Piura,Ayabaca,Lagunas,5493.0,190.4201,28.8467,14.7856,85.2144,100.0,95.5657,6.1563,88.2281,22.953,68.026538
190204,Piura,Ayabaca,Montero,5439.0,129.6791,41.942,30.0346,69.9654,100.0,89.9471,27.5911,80.9192,36.2336,46.939594
190205,Piura,Ayabaca,Pacaipampa,18790.0,970.4219,19.3627,12.975,87.025,100.0,87.0779,17.3057,80.1759,20.7597,67.16826900000001
190210,Piura,Ayabaca,Paimas,8479.0,323.5408,26.2069,39.1384,60.8616,67.2072,92.9952,21.5381,80.5426,31.914,44.010636
190206,Piura,Ayabaca,Sapillica,9196.0,275.3902,33.3926,12.9878,87.0122,100.0,72.8281,12.5477,90.5043,24.3432,61.99453499999999
190207,Piura,Ayabaca,Sicchez,2120.0,35.2979,60.0602,33.2054,66.7946,100.0,96.144,32.772,82.89,37.1626,46.24257600000001
190208,Piura,Ayabaca,Suyo,10619.0,1069.5263,9.9287,61.1533,38.8467,68.906,78.1903,24.5292,77.7171,41.1085,35.539429999999996
190301,Piura,Huancabamba,Huancabamba,23777.0,443.2053,53.6478,39.5537,60.4463,66.9626,82.2355,29.4167,77.7891,38.62,43.520384
190302,Piura,Huancabamba,Canchaque,7185.0,311.4027,23.073,35.7339,64.2661,68.1153,94.3594,32.6518,77.7641,41.6368,35.084649
190306,Piura,Huancabamba,El Carmen De La Frontera,10584.0,674.4197,15.6935,23.6493,76.3507,100.0,87.1042,21.7344,89.2544,28.7923,52.74203200000001
190303,Piura,Huancabamba,Huarmaca,30861.0,1941.2288,15.8977,31.8033,68.1967,90.2189,92.4842,19.7814,86.334,28.1644,54.201566
190308,Piura,Huancabamba,Lalaquiz,4215.0,145.8624,28.8971,17.8843,82.1157,100.0,89.9693,25.366,88.9951,30.2924,52.120564
190307,Piura,Huancabamba,San Miguel De El Faique,8021.0,207.6783,38.6222,22.3894,77.6106,73.7267,91.718,26.671,85.5842,36.1715,43.042567000000005
190304,Piura,Huancabamba,Sondor,6201.0,340.4244,18.2155,23.7077,76.2923,100.0,87.6439,27.9019,86.7647,28.5714,52.913253
190305,Piura,Huancabamba,Sondorillo,8651.0,229.3581,37.7183,28.0376,71.9624,100.0,67.4634,30.5804,87.0695,29.1029,55.04151400000001
190401,Piura,Morropon,Chulucanas,72424.0,835.3919,86.6946,67.4552,32.5448,23.0378,83.8207,32.3751,58.0664,46.1028,30.57779
190402,Piura,Morropon,Buenos Aires,8320.0,247.3876,33.6314,68.3488,31.6512,17.1413,34.8551,29.9453,74.5802,46.6994,30.57779
190403,Piura,Morropon,Chalaco,6642.0,149.0087,44.5746,35.3994,64.6006,100.0,90.3427,30.0309,81.7563,31.5435,49.981035000000006
190408,Piura,Morropon,La Matanza,12652.0,1035.0306,12.2238,47.9531,52.0469,33.7001,78.127,29.3774,61.2274,31.7073,38.734262
190404,Piura,Morropon,Morropon,11327.0,172.1326,65.8039,55.3726,44.6274,19.9291,93.7937,28.9927,71.0873,50.3344,30.57779
190405,Piura,Morropon,Salitral,7757.0,608.6887,12.7438,56.2722,43.7278,27.8175,89.7425,24.8607,80.9663,39.3591,40.126751999999996
190410,Piura,Morropon,San Juan De Bigote,6613.0,250.3976,26.41,39.8199,60.1801,38.2559,95.0246,20.9493,84.3308,35.5007,44.659828000000005
190406,Piura,Morropon,Santa Catalina De Mossa,3356.0,80.4153,41.7334,30.3462,69.6538,100.0,87.0244,27.4562,80.6575,39.0111,43.827241
190407,Piura,Morropon,Santo Domingo,6365.0,189.6554,33.5609,37.1494,62.8506,100.0,88.9908,22.9178,77.6846,40.1944,40.73907500000001
190409,Piura,Morropon,Yamango,7914.0,218.797,36.1705,21.1874,78.8126,100.0,80.2374,23.7825,86.284,33.1933,54.82643
190501,Piura,Paita,Paita,67410.0,700.6838,96.206,64.9178,35.0822,0.01,70.9346,34.131,40.6983,56.0026,20.560555
190502,Piura,Paita,Amotape,1984.0,64.0295,30.9857,43.4503,56.5497,3.1082,96.5265,28.1007,56.4857,45.1075,23.05715
190503,Piura,Paita,Arenal,1081.0,8.2741,130.6487,36.8351,63.1649,100.0,73.7864,25.5034,60.0352,47.5092,14.853285999999999
190505,Piura,Paita,Colan,12606.0,122.4121,102.98,40.7394,59.2606,9.5635,77.2271,31.4674,61.1877,43.3071,29.24272
190504,Piura,Paita,La Huaca,10063.0,574.8478,17.5055,53.8108,46.1892,6.9653,76.2435,34.7413,45.1042,49.6729,23.05715
190506,Piura,Paita,Tamarindo,4011.0,64.6714,62.0212,42.1673,57.8327,1.6657,86.6886,30.0135,61.0603,39.7246,29.24272
190507,Piura,Paita,Vichayal,4600.0,157.6747,29.174,45.3975,54.6025,22.9989,65.9794,26.5964,74.084,36.9237,29.24272
190601,Piura,Sullana,Sullana,143374.0,525.4047,272.883,73.1517,26.8483,4.347,71.5357,37.5782,43.1824,62.5728,19.42544
190602,Piura,Sullana,Bellavista,33504.0,1.9802,16919.5031,76.476,23.524,0.0,52.2566,38.4613,55.8993,61.2865,19.42544
190608,Piura,Sullana,Ignacio Escudero,16181.0,187.9134,86.1088,51.0266,48.9734,0.7589,12.5908,30.343,62.5569,45.5483,28.05964
190603,Piura,Sullana,Lancones,11372.0,2135.3784,5.3255,79.7198,20.2802,100.0,42.2558,21.3749,70.6659,28.5342,37.222415
190604,Piura,Sullana,Marcavelica,23355.0,1647.0126,14.1802,70.1407,29.8593,6.0807,46.5775,33.3234,60.1508,49.6415,24.906059999999997
190605,Piura,Sullana,Miguel Checa,7264.0,476.3943,15.2479,67.7458,32.2542,2.324,91.8575,29.9422,66.6888,47.969,28.05964
190606,Piura,Sullana,Querecotillo,21263.0,277.1062,76.7323,70.4062,29.5938,7.6719,48.9748,29.6729,57.8026,50.0921,24.906059999999997
190607,Piura,Sullana,Salitral,5781.0,31.2313,185.1028,67.8114,32.1886,7.2087,85.0561,38.1793,57.7551,58.0458,19.42544
190701,Piura,Talara,Pariñas,76968.0,1118.864,68.7912,52.0324,47.9676,0.5055,31.1763,37.9243,32.8281,64.009,15.540410000000001
190702,Piura,Talara,El Alto,6986.0,479.8876,14.5576,58.454,41.546,0.0,8.2527,38.5953,37.3858,60.7908,15.540410000000001
190703,Piura,Talara,La Brea,10656.0,824.3173,12.9271,53.0524,46.9476,1.6739,15.1102,33.0243,32.3723,65.8184,15.540410000000001
190704,Piura,Talara,Lobitos,1323.0,237.4286,5.5722,68.6881,31.3119,100.0,4.4828,48.6486,23.7805,58.0697,8.565665000000001
190706,Piura,Talara,Los Órganos,8173.0,163.2988,50.0494,66.4038,33.5962,0.4673,13.701,40.4647,46.8642,60.4409,15.540410000000001
190705,Piura,Talara,Máncora,8935.0,97.7228,91.4321,83.7632,16.2368,0.9902,27.794,40.6011,52.2029,58.6923,17.467
190801,Piura,Sechura,Sechura,33367.0,5727.8608,5.8254,62.5429,37.4571,2.9872,24.5977,37.1841,43.6645,47.122,25.8038
190804,Piura,Sechura,Bellavista De La Unión,3925.0,13.7639,285.1663,56.6807,43.3193,3.5223,84.3034,34.9836,70.0709,54.2691,20.591766
190803,Piura,Sechura,Bernal,5894.0,71.1578,82.83,47.6976,52.3024,6.229,4.8659,35.0848,72.5456,45.1345,33.41422
190805,Piura,Sechura,Cristo Nos Valga,3538.0,263.124,13.4461,54.6741,45.3259,38.0233,2.2305,31.3524,74.814,41.7899,34.470296000000005
190802,Piura,Sechura,Vice,13265.0,258.9305,51.23,69.0544,30.9456,2.4632,31.2198,23.4074,52.8727,38.5181,33.41422
190806,Piura,Sechura,Rinconada Llicuar,2713.0,19.8331,136.7915,42.2032,57.7968,0.1664,2.834,31.388,65.8455,51.9244,25.8038
200101,Puno,Puno,Puno,103241.0,460.0251,224.4247,19.4794,80.5206,3.9664,87.8335,44.0704,27.726,74.0047,12.829234
200102,Puno,Puno,Acora,18718.0,1917.0874,9.7638,5.7434,94.2566,82.9973,70.653,16.3715,67.4709,51.4105,46.856716000000006
200115,Puno,Puno,Amantani,4153.0,13.7653,301.7007,18.7898,81.2102,100.0,33.3333,20.3808,77.1727,35.2941,59.36641
200103,Puno,Puno,Atuncolla,4423.0,130.1315,33.9887,7.4118,92.5882,100.0,15.0235,14.8095,81.2514,49.1993,52.275156
200104,Puno,Puno,Capachica,8864.0,103.6672,85.5044,8.2183,91.7817,100.0,69.3457,14.6582,67.7719,35.4684,46.146733
200106,Puno,Puno,Chucuito,6664.0,115.1074,57.8938,9.1264,90.8736,100.0,88.1388,18.8527,63.7413,49.1335,40.824878
200105,Puno,Puno,Coata,6579.0,99.3464,66.2228,4.5267,95.4733,100.0,76.8595,5.2174,67.6988,45.0328,61.15427
200107,Puno,Puno,Huata,3172.0,128.7382,24.6392,9.1439,90.8561,100.0,16.25,17.1518,65.7052,46.2204,40.804390000000005
200108,Puno,Puno,Mañazo,4629.0,410.025,11.2896,7.7241,92.2759,48.3281,92.5305,22.114,64.5801,51.1798,47.42955500000001
200109,Puno,Puno,Paucarcolla,4621.0,173.865,26.5781,10.6242,89.3758,100.0,36.5947,15.5646,73.1534,50.1609,59.302346
200110,Puno,Puno,Pichacani,5162.0,1637.5407,3.1523,8.8323,91.1677,57.246,76.1295,17.374,68.9734,47.5885,45.110145
200114,Puno,Puno,Platería,6459.0,244.313,26.4374,6.7515,93.2485,100.0,60.2982,14.3521,64.3028,53.5704,49.100581
200111,Puno,Puno,San Antonio,1136.0,336.9161,3.3718,13.2895,86.7105,100.0,94.8617,11.2461,84.8736,49.0721,46.663025000000005
200112,Puno,Puno,Tiquillaca,2656.0,489.0187,5.4313,14.5382,85.4618,100.0,62.701,20.4561,69.0088,43.2397,46.575372
200113,Puno,Puno,Vilque,2800.0,194.4509,14.3995,10.9406,89.0594,100.0,81.1388,14.0538,49.4748,52.8403,57.469274
200201,Puno,Azángaro,Azángaro,25242.0,719.943,35.0611,3.7243,96.2757,31.1739,95.9333,25.6848,62.8267,57.3356,42.95757499999999
200202,Puno,Azángaro,Achaya,3739.0,126.3146,29.6007,6.085,93.915,100.0,71.4286,27.3632,74.9469,42.9312,44.30589
200203,Puno,Azángaro,Arapa,6958.0,336.2581,20.6924,5.1402,94.8598,100.0,95.0904,20.529,74.3875,45.292,39.81321
200204,Puno,Azángaro,Asillo,12802.0,403.3086,31.7424,2.7735,97.2265,71.1682,65.0277,16.0189,77.092,47.0576,42.454188
200205,Puno,Azángaro,Caminaca,4730.0,117.8072,40.1503,6.5752,93.4248,100.0,85.7143,18.5677,84.9881,38.2405,39.81321
200206,Puno,Azángaro,Chupa,6557.0,151.8583,43.1784,2.244,97.756,100.0,87.4863,13.2992,77.0193,46.8835,44.30589
200207,Puno,Azángaro,José Domingo Choquehuanca,3600.0,66.8915,53.8185,9.0591,90.9409,32.1381,86.6667,19.9317,69.7893,52.8984,36.426182
200208,Puno,Azángaro,Muñani,5307.0,783.5208,6.7733,4.7954,95.2046,100.0,77.3585,10.1041,80.0621,44.4608,44.30589
200210,Puno,Azángaro,Potoni,3294.0,622.002,5.2958,5.1739,94.8261,48.9718,93.3852,8.3287,83.4222,43.4783,60.250277
200212,Puno,Azángaro,Saman,10324.0,203.34,50.7721,5.759,94.241,100.0,44.6721,29.963,80.7983,37.0795,34.868154000000004
200213,Puno,Azángaro,San Antón,5921.0,515.1859,11.4929,5.6711,94.3289,49.863,91.909,8.769,66.7032,45.0486,33.639159
200214,Puno,Azángaro,San José,4257.0,396.9064,10.7255,4.8556,95.1444,100.0,88.8889,12.6194,79.6389,43.9525,45.01491000000001
200215,Puno,Azángaro,San Juan De Salinas,3270.0,104.4863,31.296,4.7541,95.2459,100.0,55.1724,6.9476,80.5702,43.8416,39.81321
200216,Puno,Azángaro,Santiago De Pupuja,4513.0,318.8035,14.1561,5.1346,94.8654,100.0,81.407,21.1945,75.4028,42.4064,36.13236
200217,Puno,Azángaro,Tirapata,2486.0,200.6691,12.3886,4.1436,95.8564,100.0,88.1988,26.0113,78.2497,43.8324,36.13236
200301,Puno,Carabaya,Macusani,10210.0,1016.1864,10.0474,11.478,88.522,12.6895,75.4071,21.6451,71.2176,44.6087,52.257186000000004
200302,Puno,Carabaya,Ajoyani,2398.0,426.0055,5.629,10.7843,89.2157,100.0,88.8563,19.2288,69.7848,48.9247,50.977107000000004
200303,Puno,Carabaya,Ayapata,4999.0,2050.0255,2.4385,11.2558,88.7442,71.8034,82.6142,42.7154,70.9969,45.8506,43.773202999999995
200304,Puno,Carabaya,Coasa,5535.0,3118.8479,1.7747,6.9699,93.0301,47.3341,97.7688,16.8258,81.8125,41.9466,65.642954
200305,Puno,Carabaya,Corani,3574.0,886.5211,4.0315,9.6429,90.3571,41.9104,76.9959,8.6492,83.4906,38.9873,67.815792
200306,Puno,Carabaya,Crucero,6265.0,854.4068,7.3326,7.9943,92.0057,23.397,66.4935,23.5586,69.2688,49.2418,44.348431999999995
200307,Puno,Carabaya,Ituata,4666.0,1257.8337,3.7096,10.7143,89.2857,100.0,96.6574,25.4036,59.899,47.6269,48.041521
200308,Puno,Carabaya,Ollachea,4693.0,709.7345,6.6123,15.0398,84.9602,55.665,78.8416,22.473,65.353,35.0862,44.553477
200309,Puno,Carabaya,San Gabán,6544.0,745.2275,8.7812,13.2591,86.7409,100.0,73.8024,36.5287,39.3004,55.8454,37.092151
200310,Puno,Carabaya,Usicayos,2708.0,656.0283,4.1279,4.5287,95.4713,58.8634,92.1725,25.8525,54.226,42.7277,48.14547
200401,Puno,Chucuito,Juli,17538.0,772.2886,22.7091,6.874,93.126,58.7923,88.1664,24.4475,68.9425,54.1822,39.666340999999996
200402,Puno,Chucuito,Desaguadero,8932.0,174.5636,51.1676,10.491,89.509,38.3332,78.449,33.1026,35.0838,58.9346,50.694041
200403,Puno,Chucuito,Huacullani,3997.0,627.2609,6.3721,5.325,94.675,73.303,79.7804,17.6349,70.813,58.4031,52.319025999999994
200412,Puno,Chucuito,Kelluyo,4482.0,492.0021,9.1097,3.9795,96.0205,100.0,82.9243,18.7015,52.9676,59.418,43.306796
200406,Puno,Chucuito,Pisacoma,2330.0,956.4158,2.4362,6.3625,93.6375,100.0,92.1727,15.6432,51.4289,57.6415,47.907451
200407,Puno,Chucuito,Pomata,11842.0,401.0084,29.5306,5.8884,94.1116,79.288,70.5213,15.8399,63.2596,45.416,48.43194100000001
200410,Puno,Chucuito,Zepita,13509.0,523.1398,25.8229,4.0556,95.9444,86.9691,92.4584,24.9569,69.9746,46.451,57.952966
201201,Puno,El Collao,Ilave,38577.0,890.1797,43.3362,5.1903,94.8097,52.5447,87.3094,20.964,57.534,55.0196,40.509857
201204,Puno,El Collao,Capazo,736.0,1041.4,0.7067,9.1304,90.8696,100.0,94.0625,20.3911,72.3894,47.7666,46.302706
201202,Puno,El Collao,Pilcuyo,9032.0,152.4429,59.2484,4.3689,95.6311,100.0,77.6699,28.449,69.3028,43.9715,36.305581999999994
201203,Puno,El Collao,Santa Rosa,2899.0,2694.079,1.0761,7.9772,92.0228,100.0,91.0736,17.9354,71.805,44.7678,53.14545
201205,Puno,El Collao,Conduriri,2671.0,844.3876,3.1632,6.1247,93.8753,100.0,96.1404,18.6491,79.5176,45.1772,53.14545
